Category,Temperature_C,Is_Package_Open,Spoilage_Days
Vegetables,15.7,1,3
Liquid_Dairy,21.9,0,1
Meat_Poultry,23.3,0,1
Meat_Poultry,-11.8,0,185
Meat_Poultry,-16.4,1,80
Vegetables,6.3,0,12
Cooked_Meals,-18.4,1,39
Fruits,12.5,0,4
Vegetables,-2.9,1,11
Liquid_Dairy,-24.4,0,103
Fermented_Dairy,17.6,0,3
Meat_Poultry,18.8,1,1
Fruits,8.8,1,6
Fruits,-4.2,0,15
Liquid_Dairy,-10.2,0,92
Liquid_Dairy,-7.9,1,3
Vegetables,-24.5,0,245
Fermented_Dairy,6.8,0,12
Vegetables,-4.6,1,9
Fermented_Dairy,-4.3,1,10
Vegetables,19.6,1,3
Fruits,-12.6,1,116
Meat_Poultry,12.8,1,1
Meat_Poultry,15.1,1,1
Meat_Poultry,18.9,1,1
Cooked_Meals,4.6,0,4
Cooked_Meals,-22.6,0,89
Hard_Cheese,22.0,0,5
Vegetables,20.2,1,3
Fermented_Dairy,16.3,0,2
Liquid_Dairy,-4.8,1,3
Fermented_Dairy,-9.8,0,14
Cooked_Meals,-24.1,1,41
Vegetables,-21.3,1,136
Fruits,-13.7,1,102
Cooked_Meals,1.8,1,1
Cooked_Meals,-0.3,1,2
Fermented_Dairy,7.3,0,9
Hard_Cheese,21.1,0,7
Fermented_Dairy,-17.1,0,81
Fruits,-21.8,1,107
Meat_Poultry,15.0,0,1
Liquid_Dairy,-12.8,1,42
Vegetables,20.4,0,5
Liquid_Dairy,-14.9,0,87
Fermented_Dairy,24.1,1,2
Fruits,4.4,1,10
Vegetables,-10.6,0,255
Hard_Cheese,2.7,0,32
Fruits,9.5,1,5
Vegetables,-20.3,0,275
Fermented_Dairy,14.2,1,2
Vegetables,23.6,0,6
Hard_Cheese,18.0,0,6
Fruits,-6.9,0,12
Fruits,5.4,1,8
Fermented_Dairy,-11.0,0,84
Meat_Poultry,2.1,1,3
Fermented_Dairy,-21.5,1,38
Meat_Poultry,19.9,1,1
Fermented_Dairy,-19.4,0,86
Vegetables,12.1,0,6
Fermented_Dairy,-14.7,1,50
Cooked_Meals,-16.3,1,51
Liquid_Dairy,19.0,0,1
Meat_Poultry,5.7,0,6
Vegetables,12.4,0,5
Liquid_Dairy,-21.1,1,46
Vegetables,-0.3,1,9
Hard_Cheese,-4.2,1,25
Meat_Poultry,13.8,1,1
Meat_Poultry,-16.2,0,200
Vegetables,13.8,0,3
Fermented_Dairy,-12.9,0,84
Cooked_Meals,0.8,1,2
Vegetables,14.8,0,3
Meat_Poultry,14.3,0,1
Cooked_Meals,-16.1,0,86
Vegetables,-3.5,0,14
Liquid_Dairy,14.9,0,2
Liquid_Dairy,-15.6,0,85
Meat_Poultry,21.0,1,1
Fruits,11.7,1,3
Cooked_Meals,17.6,0,1
Fermented_Dairy,10.8,0,6
Meat_Poultry,16.5,0,1
Hard_Cheese,24.2,1,3
Fruits,-4.6,1,10
Vegetables,-16.0,1,121
Fermented_Dairy,-13.6,1,44
Hard_Cheese,-10.2,1,46
Meat_Poultry,-5.9,0,7
Hard_Cheese,22.8,0,5
Liquid_Dairy,-21.5,0,83
Vegetables,6.7,0,10
Fermented_Dairy,-20.4,1,48
Hard_Cheese,9.2,1,17
Meat_Poultry,-17.2,1,94
Cooked_Meals,15.1,1,1
Liquid_Dairy,2.2,1,3
Hard_Cheese,23.7,1,3
Vegetables,18.5,1,3
Vegetables,-14.5,1,118
Fermented_Dairy,-0.3,1,11
Fruits,-23.0,1,107
Cooked_Meals,2.4,1,1
Vegetables,-18.7,1,132
Hard_Cheese,-10.4,1,49
Fermented_Dairy,18.3,1,1
Liquid_Dairy,-14.2,0,90
Fruits,3.4,0,13
Liquid_Dairy,-20.2,0,100
Liquid_Dairy,10.2,0,5
Cooked_Meals,-5.7,1,2
Hard_Cheese,5.5,1,23
Cooked_Meals,-0.7,1,2
Hard_Cheese,-4.0,0,29
Vegetables,11.2,0,6
Vegetables,20.6,1,3
Liquid_Dairy,-18.1,0,84
Meat_Poultry,-10.0,1,88
Meat_Poultry,2.1,0,6
Liquid_Dairy,-15.1,0,93
Vegetables,-5.2,0,15
Meat_Poultry,3.8,0,7
Fruits,0.9,0,15
Hard_Cheese,4.6,1,25
Fermented_Dairy,0.8,0,15
Meat_Poultry,23.2,0,1
Fruits,7.9,1,6
Fruits,9.3,0,8
Cooked_Meals,1.4,1,2
Liquid_Dairy,16.4,1,1
Cooked_Meals,-2.6,0,4
Fruits,13.7,1,2
Liquid_Dairy,9.7,1,2
Liquid_Dairy,14.1,1,1
Liquid_Dairy,-3.2,1,3
Fruits,11.9,0,5
Liquid_Dairy,3.1,0,9
Cooked_Meals,8.0,0,3
Fermented_Dairy,15.9,1,1
Fruits,-19.3,1,121
Fermented_Dairy,16.5,1,1
Cooked_Meals,18.6,1,1
Fruits,-21.1,1,106
Hard_Cheese,-7.7,0,34
Fruits,-6.0,1,11
Fruits,14.9,1,2
Fruits,0.6,1,9
Fermented_Dairy,23.9,1,2
Meat_Poultry,-19.1,1,97
Vegetables,-16.9,0,259
Hard_Cheese,-15.8,1,40
Vegetables,-10.0,1,111
Fermented_Dairy,-11.3,0,82
Hard_Cheese,15.3,1,3
Fermented_Dairy,7.6,1,6
Meat_Poultry,-0.4,1,3
Fruits,-9.6,0,12
Liquid_Dairy,-14.8,1,50
Fermented_Dairy,20.5,0,3
Liquid_Dairy,6.4,1,3
Meat_Poultry,14.7,0,1
Cooked_Meals,-1.2,1,1
Liquid_Dairy,21.2,0,1
Fermented_Dairy,1.5,0,13
Meat_Poultry,7.1,1,2
Cooked_Meals,3.9,0,4
Fermented_Dairy,1.2,0,13
Hard_Cheese,-15.3,1,46
Fermented_Dairy,-23.4,1,46
Fruits,24.0,1,3
Cooked_Meals,7.2,1,1
Vegetables,18.4,1,2
Liquid_Dairy,9.1,0,5
Fermented_Dairy,8.6,0,9
Vegetables,9.3,1,5
Fruits,-14.2,1,131
Liquid_Dairy,10.6,1,1
Hard_Cheese,6.3,1,22
Meat_Poultry,-23.1,0,187
Fruits,22.7,1,3
Hard_Cheese,-1.7,0,33
Cooked_Meals,24.3,1,1
Fermented_Dairy,24.9,0,2
Fruits,23.2,0,6
Hard_Cheese,16.2,0,6
Fermented_Dairy,-19.2,1,45
Vegetables,-23.5,1,135
Meat_Poultry,-17.5,1,101
Fermented_Dairy,-20.8,0,77
Hard_Cheese,-9.4,1,31
Cooked_Meals,10.8,1,1
Hard_Cheese,10.6,1,11
Hard_Cheese,1.9,0,31
Fermented_Dairy,-20.6,0,89
Liquid_Dairy,11.7,1,1
Meat_Poultry,8.0,1,2
Cooked_Meals,-12.5,1,50
Hard_Cheese,-4.5,1,24
Cooked_Meals,-2.5,0,4
Fermented_Dairy,21.7,1,1
Liquid_Dairy,-23.6,0,103
Liquid_Dairy,-2.8,0,10
Cooked_Meals,17.0,1,1
Fermented_Dairy,16.7,0,3
Cooked_Meals,-1.6,0,4
Cooked_Meals,-19.1,0,83
Fermented_Dairy,16.0,0,3
Hard_Cheese,-4.2,0,34
Hard_Cheese,-0.1,0,33
Meat_Poultry,-18.7,0,177
Liquid_Dairy,-23.3,1,44
Meat_Poultry,19.1,0,1
Cooked_Meals,-9.8,0,4
Cooked_Meals,12.1,1,1
Cooked_Meals,1.7,1,1
Hard_Cheese,-13.5,1,38
Meat_Poultry,-2.1,1,3
Cooked_Meals,2.7,0,3
Cooked_Meals,-19.7,1,46
Cooked_Meals,19.2,1,1
Fruits,22.8,1,2
Cooked_Meals,17.3,1,1
Fruits,-1.2,0,14
Fruits,-22.7,1,135
Cooked_Meals,-5.3,1,1
Vegetables,-15.6,0,216
Meat_Poultry,-9.2,1,3
Vegetables,12.8,0,5
Liquid_Dairy,-6.0,1,3
Liquid_Dairy,9.8,1,2
Hard_Cheese,15.6,0,7
Fermented_Dairy,-18.1,1,40
Cooked_Meals,0.3,0,3
Fruits,4.5,0,12
Fermented_Dairy,17.2,1,2
Cooked_Meals,10.2,0,2
Hard_Cheese,-18.8,1,48
Liquid_Dairy,10.6,1,2
Hard_Cheese,-11.6,0,86
Fruits,-11.3,0,267
Meat_Poultry,9.4,0,4
Meat_Poultry,-15.1,0,179
Liquid_Dairy,-12.0,1,39
Fruits,-3.7,0,15
Hard_Cheese,9.6,1,17
Fruits,-16.8,0,205
Cooked_Meals,-4.1,0,5
Hard_Cheese,8.0,0,22
Vegetables,-10.4,1,123
Fruits,12.4,1,3
Fermented_Dairy,5.5,1,9
Vegetables,21.8,0,5
Vegetables,12.4,0,4
Cooked_Meals,-1.5,0,4
Vegetables,-7.4,0,14
Cooked_Meals,9.1,0,2
Meat_Poultry,-4.5,0,7
Meat_Poultry,15.9,0,1
Liquid_Dairy,22.2,1,1
Cooked_Meals,14.0,0,1
Fruits,-13.0,0,216
Vegetables,-7.7,1,9
Liquid_Dairy,24.7,1,1
Liquid_Dairy,-18.5,1,43
Fermented_Dairy,19.0,0,3
Cooked_Meals,23.4,1,1
Liquid_Dairy,-0.8,1,3
Cooked_Meals,17.7,0,1
Meat_Poultry,-11.8,1,80
Meat_Poultry,-17.7,0,188
Cooked_Meals,12.4,1,1
Fermented_Dairy,24.8,0,3
Meat_Poultry,23.7,1,1
Hard_Cheese,-1.0,1,25
Liquid_Dairy,0.8,0,11
Vegetables,-6.5,1,11
Fruits,-16.1,0,213
Hard_Cheese,14.2,0,7
Meat_Poultry,2.1,1,3
Fruits,21.0,0,6
Cooked_Meals,12.9,1,1
Fruits,-19.6,0,229
Fruits,-19.0,0,229
Hard_Cheese,2.7,0,26
Hard_Cheese,2.7,1,23
Fermented_Dairy,20.5,0,3
Cooked_Meals,20.1,0,1
Fermented_Dairy,3.8,1,11
Cooked_Meals,4.8,1,1
Hard_Cheese,19.9,1,3
Hard_Cheese,-21.4,1,39
Fermented_Dairy,-12.0,1,40
Cooked_Meals,12.3,0,1
Liquid_Dairy,-19.8,0,80
Fruits,-17.4,1,123
Vegetables,0.5,0,15
Fermented_Dairy,23.8,1,1
Vegetables,-2.1,0,14
Hard_Cheese,2.6,0,32
Fermented_Dairy,-5.0,0,15
Liquid_Dairy,-6.0,0,9
Liquid_Dairy,14.1,0,2
Fermented_Dairy,-21.8,1,45
Meat_Poultry,-1.0,1,2
Meat_Poultry,1.2,0,8
Liquid_Dairy,-16.4,0,94
Hard_Cheese,24.7,0,7
Meat_Poultry,-19.7,0,197
Meat_Poultry,0.4,1,2
Cooked_Meals,18.5,0,1
Hard_Cheese,-15.6,1,45
Fermented_Dairy,-11.0,1,43
Fruits,-1.5,0,13
Fruits,10.8,1,4
Cooked_Meals,-8.0,1,2
Fermented_Dairy,6.4,1,8
Hard_Cheese,0.8,1,27
Fermented_Dairy,-4.8,0,12
Meat_Poultry,12.8,0,2
Liquid_Dairy,19.2,1,1
Vegetables,-5.9,0,13
Fermented_Dairy,-21.1,1,49
Fruits,17.1,1,3
Fermented_Dairy,-17.6,0,85
Hard_Cheese,22.4,0,6
Cooked_Meals,-1.9,0,4
Hard_Cheese,-3.9,1,24
Hard_Cheese,-24.1,1,42
Hard_Cheese,15.5,0,6
Liquid_Dairy,-12.2,0,96
Liquid_Dairy,-20.2,1,46
Cooked_Meals,16.6,0,1
Vegetables,22.8,0,5
Liquid_Dairy,2.6,0,9
Hard_Cheese,11.3,1,11
Fruits,-6.3,1,10
Fruits,8.8,0,8
Vegetables,-4.5,0,12
Meat_Poultry,21.4,1,1
Fruits,-17.9,0,228
Meat_Poultry,16.7,0,1
Hard_Cheese,-2.4,1,25
Liquid_Dairy,12.4,1,1
Vegetables,5.4,0,14
Liquid_Dairy,-14.2,1,44
Liquid_Dairy,22.2,0,1
Liquid_Dairy,-15.9,1,51
Fermented_Dairy,12.3,0,4
Vegetables,-20.0,0,247
Liquid_Dairy,13.0,1,1
Fruits,-8.3,1,11
Vegetables,-6.9,0,13
Liquid_Dairy,16.2,0,1
Hard_Cheese,-10.7,1,50
Cooked_Meals,-21.7,0,98
Fermented_Dairy,4.8,0,15
Meat_Poultry,6.4,0,5
Fruits,-11.0,0,261
Hard_Cheese,2.8,0,29
Fruits,-9.9,1,10
Meat_Poultry,23.1,0,1
Fermented_Dairy,-12.1,0,83
Hard_Cheese,-12.5,0,80
Liquid_Dairy,5.6,0,9
Fermented_Dairy,7.9,0,10
Vegetables,-23.5,0,230
Fruits,12.2,1,3
Vegetables,-8.4,0,14
Vegetables,-15.1,1,103
Cooked_Meals,-0.7,1,1
Hard_Cheese,-24.0,0,98
Cooked_Meals,19.2,0,1
Meat_Poultry,1.0,1,2
Vegetables,24.3,0,6
Liquid_Dairy,-8.9,0,9
Meat_Poultry,19.5,0,1
Meat_Poultry,-0.7,1,3
Cooked_Meals,5.5,1,1
Fruits,-18.9,1,116
Liquid_Dairy,-19.8,0,94
Fermented_Dairy,18.8,0,3
Hard_Cheese,-19.4,0,83
Vegetables,-1.8,1,11
Cooked_Meals,14.5,1,1
Cooked_Meals,-19.0,1,49
Vegetables,3.8,0,14
Fermented_Dairy,1.1,1,10
Hard_Cheese,16.9,1,3
Vegetables,-11.4,1,125
Fruits,-2.9,1,11
Fermented_Dairy,7.4,0,10
Fermented_Dairy,-6.3,0,12
Meat_Poultry,-13.7,0,165
Fruits,2.5,1,10
Fermented_Dairy,-15.4,0,101
Liquid_Dairy,-4.7,0,9
Fruits,-15.8,1,125
Fruits,24.4,1,3
Cooked_Meals,-4.8,1,1
Liquid_Dairy,4.6,1,3
Hard_Cheese,13.8,0,7
Hard_Cheese,24.3,0,6
Meat_Poultry,23.3,1,1
Hard_Cheese,-16.9,1,44
Cooked_Meals,4.5,1,2
Vegetables,3.0,0,13
Cooked_Meals,23.9,1,1
Hard_Cheese,1.4,0,34
Meat_Poultry,0.8,0,8
Meat_Poultry,20.8,0,1
Liquid_Dairy,1.5,1,3
Meat_Poultry,10.8,1,1
Fruits,-7.0,1,10
Fruits,18.7,0,5
Meat_Poultry,2.2,0,8
Hard_Cheese,-20.9,0,77
Meat_Poultry,-24.5,1,93
Cooked_Meals,13.4,0,1
Vegetables,-2.7,1,10
Vegetables,13.9,1,2
Cooked_Meals,18.1,0,1
Vegetables,6.2,1,7
Cooked_Meals,-17.4,1,50
Fermented_Dairy,2.3,0,15
Fruits,19.1,1,3
Vegetables,24.4,1,3
Meat_Poultry,21.1,1,1
Liquid_Dairy,0.9,0,11
Fruits,-5.0,0,16
Cooked_Meals,-17.9,1,49
Liquid_Dairy,-4.1,1,3
Vegetables,-21.8,1,112
Fermented_Dairy,17.1,1,2
Meat_Poultry,22.2,1,1
Vegetables,0.8,0,15
Vegetables,-12.2,0,273
Meat_Poultry,9.8,1,2
Fruits,2.0,0,14
Liquid_Dairy,9.3,1,2
Hard_Cheese,-24.9,1,43
Fruits,-0.3,1,10
Meat_Poultry,-16.8,0,165
Meat_Poultry,-9.4,0,7
Vegetables,-17.1,0,220
Hard_Cheese,8.5,0,17
Meat_Poultry,-12.7,0,169
Cooked_Meals,-19.9,0,90
Hard_Cheese,14.9,0,6
Meat_Poultry,-20.8,0,187
Vegetables,-15.0,1,113
Hard_Cheese,-0.2,1,31
Vegetables,-5.6,0,15
Fruits,-21.1,0,263
Hard_Cheese,15.4,1,3
Fermented_Dairy,-7.4,1,11
Hard_Cheese,-15.8,1,43
Liquid_Dairy,-19.4,1,44
Fruits,2.0,0,15
Fruits,18.3,1,3
Vegetables,23.1,1,2
Meat_Poultry,-15.0,1,77
Fruits,22.9,0,6
Liquid_Dairy,-2.2,0,9
Liquid_Dairy,21.1,0,1
Meat_Poultry,0.4,0,7
Liquid_Dairy,21.2,1,1
Hard_Cheese,-12.5,1,48
Vegetables,7.0,1,7
Fruits,2.6,0,12
Hard_Cheese,-4.1,0,28
Fruits,19.6,0,6
Hard_Cheese,-20.2,1,41
Hard_Cheese,-3.7,0,33
Cooked_Meals,23.0,0,1
Fruits,-5.7,0,14
Vegetables,-2.3,1,10
Fruits,-18.8,0,240
Fermented_Dairy,-22.4,0,77
Fermented_Dairy,-23.5,0,88
Fruits,20.6,0,6
Cooked_Meals,7.0,0,3
Cooked_Meals,19.5,0,1
Vegetables,-15.1,1,123
Vegetables,17.4,1,3
Fruits,-9.1,0,12
Meat_Poultry,-15.8,0,191
Hard_Cheese,-2.4,1,23
Meat_Poultry,17.8,1,1
Meat_Poultry,-1.1,1,3
Meat_Poultry,20.7,0,1
Meat_Poultry,13.9,0,2
Liquid_Dairy,1.1,1,3
Hard_Cheese,17.8,0,6
Liquid_Dairy,9.4,1,2
Hard_Cheese,-7.2,1,26
Liquid_Dairy,13.8,1,1
Meat_Poultry,-24.2,0,200
Vegetables,9.1,0,8
Hard_Cheese,-13.2,1,42
Vegetables,14.3,0,3
Cooked_Meals,-16.4,1,40
Fermented_Dairy,-22.9,1,41
Vegetables,24.8,1,3
Fruits,-0.9,0,16
Fruits,18.4,0,6
Fermented_Dairy,21.5,0,3
Meat_Poultry,14.1,0,2
Meat_Poultry,16.3,0,1
Vegetables,1.7,1,10
Meat_Poultry,20.9,1,1
Meat_Poultry,23.8,0,1
Meat_Poultry,7.4,0,6
Fruits,-9.1,1,10
Vegetables,10.1,1,5
Fermented_Dairy,24.8,0,3
Cooked_Meals,-12.4,0,93
Meat_Poultry,-12.3,1,92
Cooked_Meals,14.2,0,1
Vegetables,7.1,1,8
Fruits,-2.2,0,14
Cooked_Meals,18.2,0,1
Liquid_Dairy,-16.0,1,44
Fruits,14.2,0,3
Cooked_Meals,-13.0,0,102
Meat_Poultry,17.7,1,1
Liquid_Dairy,3.7,0,10
Hard_Cheese,17.6,1,3
Cooked_Meals,-22.5,0,88
Liquid_Dairy,9.7,1,2
Fruits,-10.1,1,102
Fruits,7.7,0,10
Cooked_Meals,-12.1,0,88
Liquid_Dairy,-21.5,0,101
Meat_Poultry,-8.4,0,6
Liquid_Dairy,0.1,0,9
Liquid_Dairy,-15.8,1,42
Vegetables,-10.8,1,119
Vegetables,4.1,0,16
Fermented_Dairy,2.8,1,9
Cooked_Meals,0.4,0,4
Hard_Cheese,-1.5,1,23
Liquid_Dairy,19.3,1,1
Hard_Cheese,-14.5,0,92
Liquid_Dairy,24.1,0,1
Fermented_Dairy,-10.4,1,43
Fermented_Dairy,-7.8,0,14
Vegetables,-11.3,1,105
Vegetables,12.2,0,5
Liquid_Dairy,-24.3,1,47
Vegetables,14.9,0,2
Vegetables,-19.7,1,120
Fruits,16.0,1,3
Fruits,-0.2,1,10
Liquid_Dairy,-1.0,0,9
Liquid_Dairy,23.4,1,1
Fruits,-14.6,0,235
Fermented_Dairy,2.9,0,14
Cooked_Meals,2.1,0,3
Liquid_Dairy,14.8,1,1
Liquid_Dairy,3.8,0,9
Meat_Poultry,17.1,1,1
Meat_Poultry,-24.7,1,99
Fermented_Dairy,-0.1,0,15
Fruits,22.4,1,3
Meat_Poultry,12.2,1,1
Fruits,3.5,1,9
Cooked_Meals,11.9,0,1
Liquid_Dairy,-18.3,1,44
Liquid_Dairy,17.5,0,1
Cooked_Meals,0.3,1,2
Fruits,-6.4,0,12
Hard_Cheese,6.9,0,20
Vegetables,3.7,1,9
Fruits,-0.6,0,14
Meat_Poultry,17.4,0,1
Fermented_Dairy,-3.2,0,15
Liquid_Dairy,4.9,0,10
Vegetables,-19.6,1,110
Liquid_Dairy,21.2,1,1
Vegetables,-9.6,0,15
Fermented_Dairy,-9.2,0,15
Vegetables,6.9,1,8
Fermented_Dairy,7.6,0,9
Meat_Poultry,10.1,1,1
Vegetables,2.9,0,16
Fermented_Dairy,-18.7,1,48
Fruits,22.7,0,6
Cooked_Meals,-8.4,1,2
Hard_Cheese,-12.2,0,99
Vegetables,10.6,1,5
Meat_Poultry,9.5,1,2
Meat_Poultry,-23.0,1,89
Fruits,13.1,1,2
Fermented_Dairy,12.9,0,4
Fruits,-6.9,0,14
Hard_Cheese,-4.4,1,24
Meat_Poultry,-2.3,1,2
Hard_Cheese,-3.1,1,26
Meat_Poultry,-1.7,0,7
Fermented_Dairy,-3.7,1,9
Liquid_Dairy,15.7,0,1
Hard_Cheese,-20.3,0,88
Vegetables,14.7,1,2
Cooked_Meals,0.5,1,1
Cooked_Meals,9.9,1,1
Cooked_Meals,13.4,1,1
Vegetables,13.8,0,3
Vegetables,12.4,0,5
Hard_Cheese,-9.3,0,31
Fruits,13.5,1,3
Fruits,15.9,0,6
Meat_Poultry,-7.3,1,2
Meat_Poultry,15.2,1,1
Cooked_Meals,19.1,0,1
Cooked_Meals,-10.1,1,42
Vegetables,18.4,1,3
Meat_Poultry,-20.0,0,173
Liquid_Dairy,-10.5,1,50
Cooked_Meals,21.3,1,1
Liquid_Dairy,-20.2,1,39
Fruits,22.4,1,3
Liquid_Dairy,-5.9,1,3
Fermented_Dairy,-10.6,0,96
Hard_Cheese,-2.9,1,26
Cooked_Meals,-3.9,0,4
Liquid_Dairy,18.8,0,1
Fermented_Dairy,-18.6,0,85
Fermented_Dairy,-10.3,0,102
Cooked_Meals,3.9,0,4
Fermented_Dairy,18.8,0,3
Fermented_Dairy,-21.3,1,50
Liquid_Dairy,17.6,1,1
Fermented_Dairy,12.0,1,3
Meat_Poultry,-1.3,0,6
Liquid_Dairy,-22.3,0,90
Liquid_Dairy,-24.6,1,48
Vegetables,-1.2,1,10
Vegetables,9.4,0,8
Fruits,7.3,0,11
Hard_Cheese,1.8,1,25
Fermented_Dairy,19.4,0,3
Vegetables,18.2,0,5
Fruits,-21.5,1,102
Cooked_Meals,24.0,0,1
Liquid_Dairy,23.1,0,1
Cooked_Meals,12.9,1,1
Liquid_Dairy,-15.8,1,48
Meat_Poultry,-17.5,1,86
Hard_Cheese,-22.3,1,46
Fermented_Dairy,14.4,0,3
Vegetables,-8.4,0,15
Liquid_Dairy,12.1,0,4
Cooked_Meals,25.0,1,1
Meat_Poultry,22.9,1,1
Liquid_Dairy,-0.0,1,3
Fermented_Dairy,-7.4,0,14
Fermented_Dairy,4.1,0,15
Liquid_Dairy,20.2,1,1
Cooked_Meals,-0.3,1,2
Hard_Cheese,3.8,1,27
Meat_Poultry,-11.1,0,169
Meat_Poultry,-1.0,1,3
Hard_Cheese,18.0,0,5
Fruits,-17.7,1,119
Hard_Cheese,5.8,1,20
Fruits,21.0,1,3
Meat_Poultry,7.5,0,5
Meat_Poultry,-15.2,1,89
Fruits,3.2,1,9
Cooked_Meals,-24.4,1,41
Hard_Cheese,-1.3,0,33
Fermented_Dairy,18.9,0,3
Fruits,-11.7,0,213
Cooked_Meals,19.3,1,1
Meat_Poultry,-12.5,0,201
Fermented_Dairy,18.9,1,1
Liquid_Dairy,23.0,0,1
Cooked_Meals,-5.8,1,1
Vegetables,7.0,0,11
Vegetables,1.9,1,10
Hard_Cheese,18.1,1,3
Hard_Cheese,5.1,1,22
Liquid_Dairy,18.0,0,1
Liquid_Dairy,1.1,0,11
Vegetables,-15.9,0,255
Fermented_Dairy,13.0,1,3
Fermented_Dairy,6.0,1,9
Cooked_Meals,3.3,0,4
Cooked_Meals,19.5,1,1
Meat_Poultry,1.9,1,2
Vegetables,10.6,1,5
Hard_Cheese,9.1,0,20
Fruits,20.0,0,6
Fruits,2.9,0,14
Meat_Poultry,-15.4,1,81
Vegetables,22.7,0,5
Fruits,0.8,0,13
Cooked_Meals,8.2,1,1
Cooked_Meals,17.8,0,1
Cooked_Meals,-0.3,1,2
Fruits,-15.2,1,106
Hard_Cheese,-1.6,1,29
Fermented_Dairy,11.4,1,4
Liquid_Dairy,24.8,0,1
Fruits,21.1,0,6
Cooked_Meals,14.6,1,1
Meat_Poultry,8.2,0,5
Fruits,-0.8,0,15
Fruits,8.4,0,10
Vegetables,-20.3,0,245
Fruits,4.1,0,15
Cooked_Meals,16.6,0,1
Hard_Cheese,2.0,0,26
Fruits,24.9,0,6
Fruits,-24.6,1,136
Meat_Poultry,-21.6,1,83
Vegetables,2.2,0,16
Fermented_Dairy,19.4,1,2
Cooked_Meals,22.2,1,1
Meat_Poultry,-19.5,1,78
Hard_Cheese,-12.0,0,89
Fermented_Dairy,-16.9,1,43
Vegetables,10.1,0,7
Vegetables,12.6,0,4
Hard_Cheese,-12.3,1,44
Liquid_Dairy,-9.5,0,10
Meat_Poultry,-21.3,1,84
Fruits,10.7,1,4
Cooked_Meals,22.6,0,1
Liquid_Dairy,-13.1,1,48
Fermented_Dairy,7.5,0,10
Meat_Poultry,12.5,0,2
Meat_Poultry,-19.6,0,163
Meat_Poultry,14.0,1,1
Liquid_Dairy,11.4,1,1
Cooked_Meals,-4.0,1,1
Hard_Cheese,-4.9,0,30
Vegetables,23.0,1,2
Cooked_Meals,-13.4,0,94
Fermented_Dairy,0.0,1,10
Fruits,-5.5,0,14
Fruits,22.1,0,5
Liquid_Dairy,13.5,1,1
Fruits,1.7,1,11
Fruits,-6.3,0,12
Vegetables,-0.1,0,14
Hard_Cheese,22.7,1,3
Cooked_Meals,-7.7,0,4
Fruits,-13.7,0,255
Vegetables,-14.1,1,108
Fermented_Dairy,-15.6,1,51
Hard_Cheese,-8.0,1,29
Meat_Poultry,1.6,0,7
Fruits,-1.5,1,10
Cooked_Meals,-8.6,0,3
Meat_Poultry,9.6,0,4
Fruits,-11.2,1,124
Meat_Poultry,16.5,0,1
Meat_Poultry,5.5,1,3
Fruits,-11.8,0,235
Fruits,-12.3,0,269
Fruits,23.7,1,3
Meat_Poultry,-10.6,0,162
Vegetables,-10.9,0,248
Hard_Cheese,-6.7,1,31
Meat_Poultry,9.6,0,4
Meat_Poultry,-19.6,0,191
Cooked_Meals,7.2,1,1
Fermented_Dairy,-4.6,0,14
Cooked_Meals,12.0,0,2
Fermented_Dairy,-19.4,0,91
Hard_Cheese,-19.2,0,91
Hard_Cheese,2.4,0,29
Meat_Poultry,-15.3,0,181
Meat_Poultry,-0.5,1,3
Fermented_Dairy,10.1,0,7
Fruits,-14.0,0,265
Liquid_Dairy,10.6,0,5
Fruits,7.2,0,11
Vegetables,-9.0,1,8
Fruits,-13.8,0,249
Fermented_Dairy,15.1,0,3
Cooked_Meals,-0.6,1,2
Fruits,17.6,0,5
Vegetables,-1.7,0,15
Fermented_Dairy,16.2,1,1
Cooked_Meals,-7.6,0,4
Liquid_Dairy,-12.8,0,79
Fruits,7.9,1,6
Vegetables,21.5,0,6
Hard_Cheese,6.1,0,23
Liquid_Dairy,7.5,1,2
Fruits,-2.9,0,13
Vegetables,12.3,1,3
Fermented_Dairy,-4.4,0,13
Vegetables,-20.4,1,128
Cooked_Meals,-7.5,0,4
Fruits,-24.6,1,134
Vegetables,-15.2,0,211
Hard_Cheese,-23.0,0,103
Fermented_Dairy,-1.4,1,9
Hard_Cheese,3.0,0,27
Meat_Poultry,-23.6,0,182
Fruits,-10.4,0,239
Hard_Cheese,-23.2,1,40
Vegetables,15.2,0,6
Fermented_Dairy,-17.6,0,96
Vegetables,8.0,1,7
Vegetables,-15.4,0,237
Fruits,22.0,0,5
Vegetables,-17.4,1,106
Hard_Cheese,-15.3,1,51
Fermented_Dairy,-18.7,1,51
Vegetables,9.2,1,5
Vegetables,-16.2,1,121
Fruits,-19.5,1,122
Liquid_Dairy,-9.4,1,3
Fermented_Dairy,-0.4,1,10
Fruits,-9.4,1,11
Fruits,3.8,1,11
Fermented_Dairy,-0.3,0,15
Liquid_Dairy,7.0,1,2
Meat_Poultry,-17.0,0,166
Fermented_Dairy,-10.6,1,49
Meat_Poultry,-13.5,0,195
Cooked_Meals,13.6,0,1
Vegetables,24.9,0,5
Vegetables,3.2,1,10
Fermented_Dairy,-16.7,1,41
Cooked_Meals,-4.7,1,2
Liquid_Dairy,3.1,1,3
Fruits,6.4,1,9
Vegetables,7.5,0,12
Fermented_Dairy,-11.0,1,47
Hard_Cheese,-17.2,0,93
